YEAR,region,gender,<=22,24,26,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60+
1994,2,2,0,0,0.001,0.012,0.043,0.08,0.089,0.069,0.064,0.048,0.039,0.043,0.021,0.013,0.007,0.003,0.002,0,0,0
1995,2,2,0.001,0,0.001,0.008,0.023,0.039,0.064,0.058,0.067,0.06,0.064,0.059,0.035,0.018,0.007,0.002,0.002,0.001,0,0.001
1996,2,2,0,0,0.001,0.003,0.011,0.035,0.065,0.071,0.07,0.061,0.048,0.051,0.035,0.016,0.009,0.003,0.002,0,0,0
1997,2,2,0,0,0.001,0.005,0.018,0.053,0.08,0.085,0.071,0.063,0.05,0.037,0.026,0.017,0.007,0.004,0.001,0,0,0
1998,2,2,0,0,0,0.006,0.024,0.054,0.08,0.086,0.076,0.066,0.05,0.034,0.026,0.01,0.005,0.004,0.003,0.001,0,0
1999,2,2,0,0,0.001,0.003,0.023,0.058,0.087,0.084,0.072,0.063,0.042,0.038,0.023,0.014,0.005,0.005,0.003,0.002,0.001,0
2000,2,2,0.001,0.001,0.002,0.008,0.032,0.063,0.077,0.072,0.061,0.057,0.044,0.034,0.025,0.012,0.006,0.002,0.003,0,0,0
2001,2,2,0.001,0,0,0.004,0.01,0.038,0.071,0.082,0.08,0.067,0.058,0.044,0.031,0.017,0.012,0.005,0.003,0.003,0.001,0
2002,2,2,0,0,0.001,0.003,0.015,0.043,0.075,0.098,0.083,0.073,0.051,0.037,0.031,0.017,0.007,0.004,0.002,0.001,0,0
2003,2,2,0,0,0.001,0.004,0.012,0.036,0.063,0.076,0.069,0.051,0.042,0.03,0.024,0.013,0.007,0.003,0.003,0.002,0,0
2004,2,2,0,0.001,0.002,0.01,0.019,0.046,0.074,0.073,0.06,0.049,0.027,0.025,0.019,0.007,0.001,0.001,0.001,0,0,0
1967,2,1,0,0,0,0,0,0.02,0.08,0.26,0.24,0.16,0.03,0.01,0,0,0,0,0,0,0,0
1969,2,1,0,0,0,0.001,0.008,0.033,0.104,0.144,0.103,0.089,0.051,0.03,0.015,0.006,0,0,0,0,0,0
1970,2,1,0.001,0,0,0,0.001,0.015,0.033,0.106,0.089,0.058,0.016,0.01,0.004,0.001,0,0,0,0,0,0
1971,2,1,0,0,0,0.001,0.004,0.026,0.09,0.143,0.143,0.081,0.063,0.036,0.01,0.004,0.001,0,0,0,0,0
1972,2,1,0,0,0.001,0,0.002,0.019,0.061,0.082,0.09,0.062,0.051,0.013,0.008,0.002,0.001,0.001,0,0,0,0
1973,2,1,0.001,0,0.001,0.001,0.005,0.027,0.063,0.095,0.098,0.066,0.042,0.011,0.004,0.002,0,0,0,0,0,0
1974,2,1,0,0,0,0.005,0.014,0.019,0.065,0.072,0.092,0.07,0.036,0.017,0.008,0.001,0,0,0,0,0,0
1975,2,1,0,0,0,0.001,0.007,0.026,0.068,0.101,0.09,0.075,0.035,0.015,0.003,0.001,0.001,0,0,0.001,0,0
1976,2,1,0,0,0,0.001,0.014,0.042,0.092,0.097,0.067,0.057,0.027,0.011,0.003,0,0,0,0,0,0,0
1977,2,1,0,0,0,0.001,0.013,0.046,0.103,0.12,0.09,0.057,0.034,0.014,0.005,0.001,0.001,0,0,0,0,0
1978,2,1,0,0,0,0.001,0.007,0.027,0.06,0.104,0.117,0.094,0.046,0.019,0.005,0.003,0,0,0,0,0,0
1979,2,1,0,0.001,0,0.002,0.002,0.027,0.055,0.09,0.11,0.117,0.056,0.014,0.001,0.001,0,0,0,0,0,0
1980,2,1,0,0,0,0.002,0.016,0.045,0.092,0.113,0.083,0.06,0.027,0.01,0.004,0,0,0,0,0,0,0
1981,2,1,0.001,0,0,0.002,0.011,0.044,0.102,0.1,0.103,0.072,0.043,0.023,0.003,0.001,0,0,0,0,0,0
1982,2,1,0,0,0.001,0.002,0.017,0.059,0.08,0.119,0.11,0.088,0.051,0.016,0.002,0.001,0,0,0,0,0,0
1983,2,1,0,0,0.001,0.006,0.022,0.063,0.106,0.101,0.08,0.05,0.028,0.013,0.003,0.002,0,0,0.001,0,0,0
1984,2,1,0,0,0,0.003,0.018,0.053,0.097,0.099,0.078,0.054,0.04,0.015,0.007,0.001,0,0,0,0,0,0
1985,2,1,0,0,0,0.006,0.036,0.083,0.104,0.095,0.072,0.047,0.029,0.011,0.004,0.001,0,0,0,0,0,0
1986,2,1,0,0.001,0.002,0.015,0.046,0.085,0.089,0.076,0.07,0.05,0.025,0.008,0.003,0.001,0,0,0.001,0,0,0
1987,2,1,0,0,0.002,0.013,0.056,0.105,0.103,0.077,0.063,0.047,0.02,0.012,0.002,0.001,0,0,0,0,0,0
1988,2,1,0,0,0.003,0.012,0.049,0.09,0.096,0.081,0.057,0.034,0.022,0.006,0.003,0.001,0,0,0,0,0,0
1989,2,1,0,0,0.003,0.01,0.039,0.078,0.09,0.069,0.065,0.053,0.024,0.013,0.002,0,0,0,0,0,0,0
1990,2,1,0,0.001,0.005,0.023,0.055,0.101,0.093,0.07,0.052,0.039,0.024,0.01,0.002,0.001,0,0,0,0,0,0
1991,2,1,0,0.001,0.004,0.017,0.058,0.115,0.116,0.083,0.054,0.035,0.021,0.008,0.002,0.001,0,0,0,0,0,0
1992,2,1,0,0.001,0.004,0.017,0.05,0.098,0.107,0.079,0.054,0.043,0.02,0.009,0.002,0,0,0,0,0,0,0
1993,2,1,0,0,0.006,0.02,0.054,0.089,0.093,0.081,0.062,0.045,0.023,0.009,0.003,0.001,0,0,0,0,0,0
1994,2,1,0,0.001,0.009,0.029,0.079,0.101,0.075,0.054,0.047,0.038,0.022,0.008,0.002,0.002,0,0,0,0,0,0
1995,2,1,0.001,0,0.003,0.013,0.037,0.068,0.093,0.087,0.074,0.058,0.04,0.01,0.003,0.001,0,0,0,0,0,0
1996,2,1,0.001,0.001,0.002,0.012,0.036,0.073,0.098,0.1,0.079,0.064,0.04,0.009,0.003,0,0.001,0,0,0,0,0
1997,2,1,0,0.001,0.002,0.014,0.041,0.086,0.103,0.086,0.069,0.045,0.025,0.007,0.003,0,0,0,0,0,0,0
1998,2,1,0,0,0.002,0.015,0.049,0.097,0.112,0.084,0.055,0.033,0.017,0.007,0.001,0.001,0,0,0,0,0,0
1999,2,1,0,0,0.004,0.013,0.046,0.106,0.108,0.077,0.047,0.042,0.02,0.009,0.002,0.002,0,0,0,0,0,0
2000,2,1,0,0.001,0.005,0.021,0.049,0.108,0.114,0.084,0.049,0.04,0.02,0.006,0.003,0.001,0.001,0,0,0,0,0
2001,2,1,0.001,0,0.001,0.009,0.029,0.078,0.125,0.093,0.061,0.043,0.02,0.009,0.003,0.001,0.001,0,0,0,0,0
2002,2,1,0,0,0.002,0.007,0.029,0.068,0.121,0.105,0.059,0.039,0.017,0.007,0.003,0,0.001,0,0,0,0,0
2003,2,1,0.001,0,0.002,0.012,0.042,0.109,0.157,0.12,0.065,0.032,0.017,0.005,0.002,0.001,0.001,0,0,0,0,0
2004,2,1,0,0.001,0.003,0.013,0.057,0.127,0.149,0.118,0.066,0.029,0.014,0.007,0.002,0,0,0,0,0,0,0
