CruiseName,Station,YEAR,Depth,Temp,Sal,SigmaT,Delta-D
AC109,726,1970.95483,0,4.91,30.623,24.216,0
AC109,726,1970.95483,10,5.01,30.67,24.243,0.037083
AC109,726,1970.95483,20,5.15,30.699,24.251,0.074006
AC109,726,1970.95483,30,5.16,30.745,24.287,0.110729
AC109,726,1970.95483,50,5.17,30.757,24.295,0.183778
AC109,726,1970.95483,75,5.3,30.93,24.418,0.273567
AC109,726,1970.95483,100,5.5,31.073,24.509,0.360865
AC109,726,1970.95483,150,6.23,31.663,24.889,0.524489
AC109,726,1970.95483,200,6.45,32.359,25.41,0.66703
AC109,726,1970.95483,250,5.58,33.139,26.133,0.780281
AC111,3738,1971.2074,0,1.99,31.706,25.334,0
AC111,3738,1971.2074,10,1.88,31.703,25.339,0.02654
AC111,3738,1971.2074,20,1.89,31.719,25.351,0.052997
AC111,3738,1971.2074,30,1.9,31.722,25.353,0.079389
AC111,3738,1971.2074,50,1.98,31.737,25.36,0.132097
AC111,3738,1971.2074,75,1.99,31.745,25.365,0.197839
AC111,3738,1971.2074,100,2.05,31.776,25.386,0.263274
AC111,3738,1971.2074,150,2.08,31.798,25.401,0.393304
AC111,3738,1971.2074,200,2.18,31.95,25.516,0.520289
AC116,1,1971.54761,0,12.16,24.672,18.556,0
AC116,1,1971.54761,10,10.8,30.378,23.213,0.069129
AC116,1,1971.54761,20,9.11,30.534,23.607,0.114052
AC116,1,1971.54761,30,8.98,31.078,24.052,0.154986
AC116,1,1971.54761,50,6.36,31.357,24.632,0.227106
AC116,1,1971.54761,75,5.11,31.883,25.193,0.303689
AC116,1,1971.54761,100,4.19,32.133,25.487,0.370106
AC116,1,1971.54761,150,4.93,32.576,25.762,0.48959
AC116,1,1971.54761,200,4.58,32.722,25.915,0.599152
AC120,1,1971.70142,0,10.65,25.345,19.326,0
AC120,1,1971.70142,10,10.9,27.025,20.591,0.077977
AC120,1,1971.70142,20,10.94,28.43,21.676,0.144689
AC120,1,1971.70142,30,10.91,29.999,22.9,0.200359
AC120,1,1971.70142,50,9.8,31.121,23.957,0.289939
AC120,1,1971.70142,75,6.81,31.752,24.886,0.378278
AC120,1,1971.70142,100,5.53,32.03,25.262,0.451095
AC120,1,1971.70142,150,5.02,32.415,25.624,0.57928
AC120,1,1971.70142,200,4.92,33.032,26.124,0.687201
AC120,1,1971.70142,250,4.93,33.117,26.191,0.781932
AC124,1,1971.81799,0,7.15,29.028,22.7,0
AC124,1,1971.81799,10,7.49,29.285,22.858,0.050936
AC124,1,1971.81799,20,7.67,29.358,22.891,0.100967
AC124,1,1971.81799,30,8.48,29.909,23.211,0.149323
AC124,1,1971.81799,50,9.1,31.006,23.977,0.235721
AC124,1,1971.81799,75,9.02,31.866,24.662,0.326518
AC124,1,1971.81799,100,8.15,31.993,24.892,0.406511
AC124,1,1971.81799,150,5.5,32.385,25.546,0.545525
AC124,1,1971.81799,200,5.05,32.799,25.925,0.660065
AC130,1,1972.25867,0,1.77,32.003,25.587,0
AC130,1,1972.25867,10,1.76,31.996,25.582,0.024181
AC130,1,1972.25867,20,1.76,31.995,25.581,0.048389
AC130,1,1972.25867,30,1.77,32,25.585,0.072586
AC130,1,1972.25867,50,1.73,31.999,25.587,0.120929
AC130,1,1972.25867,75,1.77,32.032,25.611,0.181055
AC130,1,1972.25867,100,1.84,32.129,25.683,0.240038
AC130,1,1972.25867,150,2.23,32.368,25.846,0.352464
AC130,1,1972.25867,200,2.63,32.463,25.891,0.460091
AC130,1,1972.25867,250,3.16,32.599,25.955,0.565348
AC135,1,1972.43164,0,6.1,31.342,24.652,0
AC135,1,1972.43164,10,4.95,31.537,24.936,0.03171
AC135,1,1972.43164,20,4.71,31.757,25.136,0.06112
AC135,1,1972.43164,30,4.7,31.812,25.181,0.089375
AC135,1,1972.43164,50,4.2,31.972,25.359,0.143782
AC135,1,1972.43164,75,3.79,32.053,25.463,0.20846
AC135,1,1972.43164,100,3.68,32.096,25.507,0.271396
AC135,1,1972.43164,150,2.19,32.193,25.709,0.391365
AC135,1,1972.43164,200,2.98,32.527,25.913,0.501761
AC135,1,1972.43164,250,3.44,32.701,26.011,0.605263
AC144,1,1972.8147,0,7.61,28.593,22.299,0
AC144,1,1972.8147,10,7.61,28.59,22.297,0.055536
AC144,1,1972.8147,20,7.62,28.596,22.3,0.111075
AC144,1,1972.8147,30,7.73,28.853,22.487,0.165713
AC144,1,1972.8147,50,8.54,30.628,23.765,0.261037
AC144,1,1972.8147,75,7.86,31.574,24.604,0.355019
AC144,1,1972.8147,100,6.37,31.962,25.108,0.433064
AC144,1,1972.8147,150,4.41,32.599,25.835,0.559907
AC144,1,1972.8147,200,4.54,32.932,26.086,0.663631
AC144,1,1972.8147,250,4.73,33.151,26.239,0.758035
AC176,12,1973.68188,0,11.005,25.911,19.763,0
AC176,12,1973.68188,10,10.868,29.309,22.419,0.067891
AC176,12,1973.68188,20,10.69,29.827,22.851,0.119995
AC176,12,1973.68188,30,10.612,30.447,23.345,0.168319
AC176,12,1973.68188,50,10.38,31.083,23.878,0.254723
AC176,12,1973.68188,75,6.393,31.464,24.757,0.343667
AC176,12,1973.68188,100,5.752,31.834,25.125,0.418158
AC176,12,1973.68188,150,4.762,32.602,25.842,0.545261
AC176,12,1973.68188,200,5.054,33.076,26.186,0.643903
AC176,12,1973.68188,250,5.026,33.211,26.296,0.735371
AC177,1,1973.69153,0,10.45,23.845,18.192,0
AC177,1,1973.69153,10,11.15,29.509,22.478,0.0744
AC177,1,1973.69153,20,10.48,30.587,23.43,0.123683
AC177,1,1973.69153,30,10.07,31.189,23.967,0.165874
AC177,1,1973.69153,50,10.1,31.499,24.204,0.242931
AC177,1,1973.69153,75,8.9,31.671,24.528,0.332642
AC177,1,1973.69153,100,6.64,31.843,24.98,0.413142
AC177,1,1973.69153,150,5.12,32.281,25.507,0.550881
AC177,1,1973.69153,200,4.97,32.912,26.024,0.663978
AC177,1,1973.69153,250,5.02,33.213,26.257,0.759551
AC180,2,1973.77209,0,8.34,26.746,20.755,0
AC180,2,1973.77209,10,8.38,26.755,20.757,0.070311
AC180,2,1973.77209,20,9.38,28.442,21.932,0.134992
AC180,2,1973.77209,30,9.53,29.023,22.363,0.191994
AC180,2,1973.77209,50,9.19,30.901,23.882,0.287417
AC180,2,1973.77209,75,8.11,31.774,24.726,0.378585
AC180,2,1973.77209,100,5.76,32.312,25.458,0.451016
AC180,2,1973.77209,150,5.06,32.76,25.893,0.568195
AC180,2,1973.77209,200,5.02,33.229,26.269,0.666335
AC180,2,1973.77209,250,5,33.322,26.345,0.754008
AC183,40,1973.95312,0,4.8,31.03,24.55,0
AC183,40,1973.95312,10,4.82,31.035,24.552,0.03402
AC183,40,1973.95312,20,4.83,31.036,24.552,0.068038
AC183,40,1973.95312,30,4.83,31.039,24.554,0.102052
AC183,40,1973.95312,50,4.9,31.058,24.562,0.170003
AC183,40,1973.95312,75,5.69,31.382,24.731,0.252891
AC183,40,1973.95312,100,5.95,31.718,24.966,0.331048
AC183,40,1973.95312,150,6.15,32.139,25.274,0.474673
AC183,40,1973.95312,200,5.45,33.127,26.139,0.590699
AC183,40,1973.95312,250,5.4,33.245,26.238,0.684082
AC186,3,1974.23767,0,2.909,31.593,25.213,0
AC186,3,1974.23767,10,2.816,31.697,25.303,0.027273
AC186,3,1974.23767,20,2.815,31.736,25.334,0.053947
AC186,3,1974.23767,30,2.754,31.755,25.355,0.080466
AC186,3,1974.23767,50,2.7,31.792,25.388,0.1329
AC186,3,1974.23767,75,2.582,31.825,25.424,0.197507
AC186,3,1974.23767,100,2.71,31.931,25.498,0.263611
AC186,3,1974.23767,150,3.269,32.115,25.599,0.386839
AC186,3,1974.23767,200,4.034,32.464,25.807,0.514924
AC186,3,1974.23767,250,4.673,32.872,26.065,0.620302
AC186,36,1974.27747,0,3.37,31.692,25.254,0
AC186,36,1974.27747,10,3.117,31.755,25.326,0.02716
AC186,36,1974.27747,20,2.97,31.856,25.418,0.053352
AC186,36,1974.27747,30,3.007,31.948,25.488,0.078747
AC186,36,1974.27747,50,2.96,31.973,25.512,0.128801
AC186,36,1974.27747,75,3.186,32.038,25.544,0.190622
AC186,36,1974.27747,100,3.182,32.088,25.585,0.251638
AC186,36,1974.27747,150,3.112,32.119,25.615,0.371986
AC186,36,1974.27747,200,3.961,32.489,25.833,0.48726
AC186,36,1974.27747,250,4.626,32.897,26.09,0.588973
AC187,7,1974.30225,0,3.314,31.424,25.045,0
AC187,7,1974.30225,10,3.32,31.531,25.13,0.029082
AC187,7,1974.30225,20,3.349,31.687,25.251,0.056905
AC187,7,1974.30225,30,3.342,31.752,25.304,0.083974
AC187,7,1974.30225,50,3.333,31.795,25.339,0.137212
AC187,7,1974.30225,75,3.256,31.88,25.413,0.202687
AC187,7,1974.30225,100,2.909,31.9,25.458,0.267252
AC187,7,1974.30225,150,2.986,32.139,25.642,0.381307
AC190,70,1974.4397,0,11.139,25.432,19.37,0
AC190,70,1974.4397,10,7.837,31.283,24.425,0.04163
AC190,70,1974.4397,20,7.693,31.761,24.819,0.074418
AC190,70,1974.4397,30,5.786,31.611,24.945,0.106045
AC190,70,1974.4397,50,4.428,31.793,25.235,0.163744
AC190,70,1974.4397,75,3.786,31.96,25.429,0.231392
AC190,70,1974.4397,100,4.364,32.116,25.498,0.294629
AC190,70,1974.4397,150,4.122,32.307,25.674,0.415123
AC190,70,1974.4397,200,4.382,32.549,25.839,0.52822
AC190,70,1974.4397,250,4.627,32.656,25.899,0.636378
AC193,61,1974.52209,0,12.436,28.533,21.542,0
AC193,61,1974.52209,10,9.901,30.827,23.758,0.050906
AC193,61,1974.52209,20,8.649,31.227,24.264,0.089031
AC193,61,1974.52209,30,8.067,31.438,24.514,0.124609
AC193,61,1974.52209,50,6.698,31.672,24.882,0.191302
AC193,61,1974.52209,75,4.372,31.631,25.113,0.263794
AC193,61,1974.52209,100,5.04,32.129,25.438,0.328479
AC193,61,1974.52209,150,4.097,32.406,25.754,0.450075
AC193,61,1974.52209,200,4.574,32.593,25.855,0.560796
AC193,61,1974.52209,250,4.629,32.651,25.895,0.668518
AC202,1,1974.88147,0,6.62,29.407,23.063,0
AC202,1,1974.88147,10,6.65,29.405,23.058,0.048239
AC202,1,1974.88147,20,6.66,29.409,23.06,0.096502
AC202,1,1974.88147,30,6.72,29.431,23.07,0.144716
AC202,1,1974.88147,50,7.81,30.087,23.444,0.237514
AC202,1,1974.88147,75,8,31.243,24.325,0.338637
AC202,1,1974.88147,100,8.24,31.664,24.621,0.425844
AC202,1,1974.88147,150,7.31,32.036,25.043,0.583385
AC202,1,1974.88147,200,5.58,32.594,25.702,0.715344
AC202,1,1974.88147,250,5.23,32.84,25.937,0.826168
AC204,5,1975.05957,0,4.032,30.989,24.636,0
AC204,5,1975.05957,10,4.046,31,24.644,0.02986
AC204,5,1975.05957,20,4.036,31.007,24.65,0.062972
AC204,5,1975.05957,30,4.092,31.037,24.668,0.095931
AC204,5,1975.05957,50,4.323,31.153,24.739,0.161369
AC204,5,1975.05957,75,4.64,31.314,24.835,0.240748
AC204,5,1975.05957,100,4.974,31.635,25.054,0.316571
AC204,5,1975.05957,150,5.453,32.046,25.327,0.455231
AC204,5,1975.05957,200,5.979,32.51,25.631,0.583073
AC204,5,1975.05957,250,6.018,32.845,25.891,0.695118
AC205,3,1975.11987,0,3.43,31.415,24.988,0
AC205,3,1975.11987,10,3.44,31.419,24.99,0.029851
AC205,3,1975.11987,20,3.45,31.418,24.988,0.059704
AC205,3,1975.11987,30,3.46,31.423,24.991,0.089554
AC205,3,1975.11987,50,3.59,31.464,25.012,0.149035
AC205,3,1975.11987,75,3.75,31.492,25.02,0.223072
AC205,3,1975.11987,100,3.89,31.534,25.041,0.296807
AC205,3,1975.11987,150,3.79,31.542,25.056,0.443506
AC205,3,1975.11987,200,5.58,32.338,25.5,0.579645
AC207,1,1975.21948,0,2.89,31.462,25.071,0
AC207,1,1975.21948,10,2.88,31.459,25.069,0.029078
AC207,1,1975.21948,20,2.89,31.461,25.07,0.058163
AC207,1,1975.21948,30,2.93,31.463,25.068,0.087253
AC207,1,1975.21948,50,2.92,31.47,25.075,0.145397
AC207,1,1975.21948,75,3.01,31.52,25.107,0.217631
AC207,1,1975.21948,100,3.49,31.698,25.208,0.288318
AC207,1,1975.21948,150,3.71,31.943,25.383,0.423277
AC207,1,1975.21948,200,4.35,32.203,25.527,0.550875
AC207,1,1975.21948,250,4.95,32.561,25.748,0.670147
AC208,12,1975.27551,0,3.227,31.418,25.048,0
AC208,12,1975.27551,10,3.129,31.476,25.102,0.028989
AC208,12,1975.27551,20,3.252,31.586,25.18,0.05725
AC208,12,1975.27551,30,3.258,31.589,25.181,0.085284
AC208,12,1975.27551,50,3.267,31.614,25.201,0.141176
AC208,12,1975.27551,75,3.268,31.628,25.212,0.210671
AC208,12,1975.27551,100,3.323,31.71,25.272,0.279461
AC208,12,1975.27551,150,3.598,31.953,25.441,0.411875
AC208,12,1975.27551,200,3.81,32.051,25.5,0.538499
AC208,12,1975.27551,250,4.45,32.542,25.827,0.657026
RA806,71,1975.3457,0,4.54,31.18,24.696,0
RA806,71,1975.3457,10,4.55,31.18,24.695,0.032646
RA806,71,1975.3457,20,3.94,31.43,24.953,0.064073
RA806,71,1975.3457,30,3.79,31.51,25.031,0.093905
RA806,71,1975.3457,50,3.62,31.53,25.062,0.152541
RA806,71,1975.3457,75,3.57,31.72,25.218,0.223631
RA806,71,1975.3457,100,3.73,31.84,25.299,0.29194
RA806,71,1975.3457,150,4.23,32.26,25.584,0.420012
RA806,71,1975.3457,200,4.69,32.89,26.037,0.53085
AC212,1,1975.42078,0,7.8,29.754,23.185,0
AC212,1,1975.42078,10,5.71,31.239,24.616,0.040231
AC212,1,1975.42078,20,5.51,31.322,24.705,0.073222
AC212,1,1975.42078,30,5.26,31.468,24.848,0.105116
AC212,1,1975.42078,50,4.82,31.565,24.972,0.166373
AC212,1,1975.42078,75,3.91,31.644,25.126,0.239652
AC212,1,1975.42078,100,4,31.857,25.287,0.309214
AC212,1,1975.42078,150,4.48,32.49,25.742,0.433891
AC212,1,1975.42078,200,4.64,32.885,26.038,0.540991
AC212,1,1975.42078,250,4.67,32.946,26.083,0.640222
SB811,64,1975.70203,0,11.08,29.81,22.724,0
SB811,64,1975.70203,10,11.08,29.81,22.724,0.051462
SB811,64,1975.70203,20,11.08,29.81,22.724,0.102941
SB811,64,1975.70203,30,10.35,31.06,23.82,0.149204
SB811,64,1975.70203,50,8.39,31.67,24.604,0.223835
SB811,64,1975.70203,75,6.08,31.9,25.094,0.301976
SB811,64,1975.70203,100,6.04,32.23,25.36,0.371161
SB811,64,1975.70203,150,4.97,32.85,25.974,0.488756
SB811,64,1975.70203,200,4.89,33.2,26.261,0.585146
SU814,65,1975.84058,0,7.077,30.105,23.603,0
SU814,65,1975.84058,10,7.07,30.126,23.62,0.038613
SU814,65,1975.84058,20,7.088,30.137,23.626,0.081489
SU814,65,1975.84058,30,7.144,30.166,23.642,0.1243
SU814,65,1975.84058,50,7.488,30.498,23.858,0.209137
SU814,65,1975.84058,75,7.99,31.296,24.414,0.306689
SU814,65,1975.84058,100,7.635,31.928,24.959,0.38844
SU814,65,1975.84058,150,6.137,32.353,25.488,0.526569
SU814,65,1975.84058,200,5.342,32.781,25.92,0.644012
MW1,88,1976.17529,0,2.84,31.6,25.185,0
MW1,88,1976.17529,10,2.86,31.627,25.205,0.027889
MW1,88,1976.17529,20,2.89,31.616,25.194,0.055739
MW1,88,1976.17529,30,2.93,31.621,25.194,0.083642
MW1,88,1976.17529,50,3.14,31.702,25.241,0.139005
MW1,88,1976.17529,75,3.18,31.725,25.256,0.207494
MW1,88,1976.17529,100,3.24,31.746,25.268,0.27569
MW1,88,1976.17529,150,4.08,32.132,25.498,0.406509
MW1,88,1976.17529,200,4.55,32.439,25.694,0.527493
MW1,88,1976.17529,250,4.63,32.594,25.808,0.641359
MW3,1,1976.3009,0,3.154,31.529,15.143,0
MW3,1,1976.3009,10,3.232,31.591,25.185,0.022528
MW3,1,1976.3009,20,3.134,31.691,25.273,0.050223
MW3,1,1976.3009,30,3.339,31.731,25.288,0.077143
MW3,1,1976.3009,50,3.393,31.775,25.318,0.13108
MW3,1,1976.3009,75,3.405,31.78,25.321,0.198135
MW3,1,1976.3009,100,3.381,31.804,25.342,0.264513
MW3,1,1976.3009,150,3.647,32.031,25.499,0.394255
MW3,1,1976.3009,200,3.788,32.129,25.563,0.518444
AC229,99,1976.47119,0,9.384,30.303,23.432,0
AC229,99,1976.47119,10,7.89,31.129,24.297,0.027761
AC229,99,1976.47119,20,7.763,31.427,24.548,0.063085
AC229,99,1976.47119,30,7.357,31.376,24.564,0.097152
AC229,99,1976.47119,50,7.628,31.697,24.778,0.162095
AC229,99,1976.47119,75,4.804,31.675,25.104,0.239941
AC229,99,1976.47119,100,4.8,32.249,25.559,0.308707
AC229,99,1976.47119,150,5.012,32.331,25.601,0.434864
AC229,99,1976.47119,200,4.613,32.528,25.799,0.550188
AC229,99,1976.47119,250,4.632,32.594,25.849,0.660582
AC229,100,1976.47119,0,10.751,28.513,21.821,0
AC229,100,1976.47119,10,8.029,31.088,24.245,0.038606
AC229,100,1976.47119,20,7.78,31.361,24.494,0.074445
AC229,100,1976.47119,30,7.386,31.302,24.502,0.108759
AC229,100,1976.47119,50,7.428,31.519,24.666,0.174042
AC229,100,1976.47119,75,4.84,31.728,25.142,0.251771
AC229,100,1976.47119,100,4.794,31.961,25.331,0.320163
AC229,100,1976.47119,150,4.926,32.338,25.615,0.445424
AC229,100,1976.47119,200,4.649,32.497,25.77,0.561322
AC229,100,1976.47119,250,4.62,32.586,25.844,0.672036
MW5,1,1976.55713,0,12.647,26.491,19.928,0
MW5,1,1976.55713,10,11.544,29.813,22.693,0.056702
MW5,1,1976.55713,20,10.97,30.546,23.361,0.103836
MW5,1,1976.55713,30,9.722,30.852,23.807,0.147684
MW5,1,1976.55713,50,6.957,31.414,24.646,0.220529
MW5,1,1976.55713,75,5.388,31.75,25.1,0.297106
MW5,1,1976.55713,100,5.098,32.042,25.363,0.365049
MW5,1,1976.55713,150,4.824,32.443,25.709,0.489834
MW5,1,1976.55713,200,5.083,32.778,25.946,0.599434
SU3,80,1976.70764,0,11.3,26.34,19.993,0
SU3,80,1976.70764,10,11.61,27.521,20.857,0.073494
SU3,80,1976.70764,20,11.89,28.087,21.247,0.140988
SU3,80,1976.70764,30,11.98,29.323,22.188,0.20212
SU3,80,1976.70764,50,10.84,30.917,23.626,0.301679
SU3,80,1976.70764,75,8.37,31.214,24.249,0.401586
SU3,80,1976.70764,100,6.82,31.851,24.963,0.4856
SU3,80,1976.70764,150,5.51,32.221,25.415,0.625957
SU3,80,1976.70764,200,4.99,32.719,25.868,0.744933
FN6,5,1976.84717,0,7.56,29.551,23.057,0
FN6,5,1976.84717,10,7.57,29.545,23.051,0.048302
FN6,5,1976.84717,20,7.59,29.549,23.052,0.096641
FN6,5,1976.84717,30,7.68,29.675,23.139,0.144572
FN6,5,1976.84717,50,8.4,30.048,23.331,0.237807
FN6,5,1976.84717,75,9.27,31.219,24.118,0.342777
FN6,5,1976.84717,100,8.58,31.388,24.355,0.435648
FN6,5,1976.84717,150,8.27,31.87,24.778,0.605913
FN6,5,1976.84717,200,5.65,32.321,25.478,0.749566
FN6,5,1976.84717,250,5.29,32.76,25.867,0.867371
AC238,3,1976.93762,0,5.592,28.949,22.868,0
AC238,3,1976.93762,10,5.606,28.959,22.874,0.050062
AC238,3,1976.93762,20,5.651,28.977,22.883,0.100101
AC238,3,1976.93762,30,5.954,29.243,23.06,0.149206
AC238,3,1976.93762,50,6.618,29.741,23.374,0.241638
AC238,3,1976.93762,75,7.379,30.569,23.927,0.344439
AC238,3,1976.93762,100,8.012,31.457,24.537,0.435654
AC238,3,1976.93762,150,7.086,32.213,25.257,0.597016
AC238,3,1976.93762,200,6.539,32.654,25.675,0.720524
AC238,3,1976.93762,250,6.28,32.608,25.671,0.837738
FN9,16,1977.24561,0,4.257,30.718,24.4,0
FN9,16,1977.24561,10,4.26,30.694,24.381,0.035491
FN9,16,1977.24561,20,4.268,30.704,24.388,0.071028
FN9,16,1977.24561,30,4.269,30.71,24.393,0.10657
FN9,16,1977.24561,50,4.514,30.849,24.479,0.177061
FN9,16,1977.24561,75,5.171,31.257,24.734,0.261589
FN9,16,1977.24561,100,5.704,31.613,24.956,0.339878
FN9,16,1977.24561,150,6.072,32.402,25.535,0.478151
FN9,16,1977.24561,200,5.769,32.792,25.878,0.593008
AC241,4,1977.31177,0,5.495,30.842,24.372,0
AC241,4,1977.31177,10,5.008,30.996,24.545,0.034964
AC241,4,1977.31177,20,4.901,31.062,24.609,0.068855
AC241,4,1977.31177,30,5.012,31.133,24.653,0.102229
AC241,4,1977.31177,50,5.137,31.209,24.7,0.167922
AC241,4,1977.31177,75,5.573,31.58,24.945,0.24669
AC241,4,1977.31177,100,5.574,31.863,25.168,0.320975
AC241,4,1977.31177,150,5.793,32.248,25.447,0.455916
AC241,4,1977.31177,200,5.803,32.764,25.852,0.573547
AC241,4,1977.31177,250,5.695,33.035,26.079,0.677455
AC248,20,1977.6217,0,12.7,26.759,20.125,0
AC248,20,1977.6217,10,12.62,27.714,20.876,0.073107
AC248,20,1977.6217,20,12.419,28.982,21.892,0.136082
AC248,20,1977.6217,30,12.2,29.605,22.414,0.19387
AC248,20,1977.6217,50,9.198,30.99,23.996,0.28428
AC248,20,1977.6217,75,6.424,31.985,25.163,0.365825
AC248,20,1977.6217,100,6.176,32.367,25.494,0.432417
AC248,20,1977.6217,150,5.595,32.945,26.02,0.547196
AC248,20,1977.6217,200,5.383,33.161,26.215,0.642584
AC248,20,1977.6217,250,5.285,33.291,26.329,0.731497
DS5,94,1977.87598,0,6.562,29.625,23.289,0
DS5,94,1977.87598,10,6.559,29.628,23.292,0.046042
DS5,94,1977.87598,20,6.592,29.64,23.298,0.092006
DS5,94,1977.87598,30,6.588,29.638,23.296,0.138024
DS5,94,1977.87598,50,7.368,30.347,23.755,0.229287
DS5,94,1977.87598,75,8.972,31.341,24.305,0.327377
DS5,94,1977.87598,100,8.535,31.798,24.728,0.414521
DS5,94,1977.87598,150,7.716,32.246,25.197,0.563868
DS5,94,1977.87598,200,6.667,32.531,25.562,0.695965
AC253,32,1977.87891,0,6.456,29.799,23.439,0
AC253,32,1977.87891,10,6.484,29.793,23.431,0.04457
AC253,32,1977.87891,20,6.492,29.803,23.438,0.089226
AC253,32,1977.87891,30,6.5,29.833,23.461,0.133826
AC253,32,1977.87891,50,8.739,30.826,23.938,0.215107
AC253,32,1977.87891,75,7.785,31.108,24.295,0.309572
AC253,32,1977.87891,100,8.5,31.794,24.73,0.393901
AC253,32,1977.87891,150,7.783,32.22,25.166,0.544878
AC253,32,1977.87891,200,6.499,32.613,25.648,0.675558
AC253,32,1977.87891,250,5.643,33.029,26.08,0.783852
AC256,4,1978.12878,0,3.979,31.304,24.891,0
AC256,4,1978.12878,10,3.982,31.311,24.896,0.030763
AC256,4,1978.12878,20,4.147,31.449,24.99,0.061156
AC256,4,1978.12878,30,4.216,31.456,24.989,0.091019
AC256,4,1978.12878,50,4.271,31.493,25.014,0.150407
AC256,4,1978.12878,75,4.345,31.543,25.046,0.224179
AC256,4,1978.12878,100,4.524,31.662,25.122,0.296628
AC256,4,1978.12878,150,4.644,31.885,25.286,0.43572
AC256,4,1978.12878,200,4.775,31.977,25.346,0.5696
AC256,4,1978.12878,250,5.023,32.107,25.423,0.701058
AC256,49,1978.15283,0,4.122,31.364,24.925,0
AC256,49,1978.15283,10,4.122,31.365,24.926,0.030474
AC256,49,1978.15283,20,4.218,31.447,24.982,0.06061
AC256,49,1978.15283,30,4.222,31.452,24.986,0.090522
AC256,49,1978.15283,50,4.237,31.466,24.995,0.150239
AC256,49,1978.15283,75,4.307,31.535,25.043,0.224387
AC256,49,1978.15283,100,4.922,31.902,25.271,0.293866
AC256,49,1978.15283,150,4.692,32.011,25.381,0.42689
AC256,49,1978.15283,200,4.954,32.116,25.437,0.556586
AC256,49,1978.15283,250,4.98,32.209,25.508,0.684017
AC260,17,1978.30786,0,5.904,31.343,24.72,0
AC260,17,1978.30786,10,4.59,31.216,24.762,0.032866
AC260,17,1978.30786,20,4.719,31.399,24.894,0.064014
AC260,17,1978.30786,30,4.482,31.471,24.975,0.094507
AC260,17,1978.30786,50,4.422,31.636,25.112,0.153415
AC260,17,1978.30786,75,4.596,31.909,25.311,0.22247
AC260,17,1978.30786,100,4.732,32.076,25.428,0.288184
AC260,17,1978.30786,150,5.115,32.335,25.593,0.412144
AC260,17,1978.30786,200,5.286,32.463,25.674,0.531243
AC260,17,1978.30786,250,5.271,32.548,25.744,0.647288
AC260,25,1978.32056,0,4.963,31.426,24.89,0
AC260,25,1978.32056,10,4.917,31.421,24.891,0.030792
AC260,25,1978.32056,20,4.75,31.499,24.97,0.061347
AC260,25,1978.32056,30,4.734,31.598,25.05,0.090837
AC260,25,1978.32056,50,4.744,31.608,25.057,0.149371
AC260,25,1978.32056,75,4.795,31.697,25.122,0.221617
AC260,25,1978.32056,100,4.776,31.756,25.17,0.292705
AC260,25,1978.32056,150,4.889,32.183,25.497,0.428991
AC260,25,1978.32056,200,5.203,32.45,25.674,0.548784
AC260,25,1978.32056,250,5.241,32.649,25.827,0.663036
AC260,66,1978.33875,0,6.678,31.241,24.546,0
AC260,66,1978.33875,10,5.633,31.276,24.698,0.033504
AC260,66,1978.33875,20,5.293,31.309,24.762,0.065905
AC260,66,1978.33875,30,4.993,31.441,24.899,0.0971
AC260,66,1978.33875,50,4.96,31.503,24.951,0.157663
AC260,66,1978.33875,75,4.797,31.635,25.073,0.232166
AC260,66,1978.33875,100,5.134,31.901,25.247,0.303106
AC260,66,1978.33875,150,5.143,32.189,25.474,0.435025
AC260,66,1978.33875,200,5.234,32.502,25.711,0.555436
AC260,66,1978.33875,250,5.208,32.718,25.885,0.666869
AC262,4,1978.52539,0,12.052,25.955,19.62,0
AC262,4,1978.52539,10,10.106,30.039,23.111,0.057865
AC262,4,1978.52539,20,9.221,30.782,23.83,0.102339
AC262,4,1978.52539,30,8.378,31.028,24.148,0.141362
AC262,4,1978.52539,50,6.825,31.468,24.706,0.210906
AC262,4,1978.52539,75,6.268,31.945,25.15,0.286329
AC262,4,1978.52539,100,6.158,32.097,25.284,0.354328
AC262,4,1978.52539,150,5.279,32.707,25.869,0.478577
AC262,4,1978.52539,200,4.973,33.024,26.153,0.579709
AC262,4,1978.52539,250,4.826,33.245,26.344,0.669599
AC264,2,1978.58032,0,13.805,26.574,19.775,0
AC264,2,1978.58032,10,10.054,29.976,23.071,0.060805
AC264,2,1978.58032,20,9.584,30.519,23.569,0.106025
AC264,2,1978.58032,30,9.727,31.179,24.06,0.146343
AC264,2,1978.58032,50,7.513,31.395,24.557,0.221115
AC264,2,1978.58032,75,6.439,31.905,25.098,0.297265
AC264,2,1978.58032,100,6.117,32.108,25.297,0.366626
AC264,2,1978.58032,150,5.164,32.857,26,0.483712
AC264,2,1978.58032,200,4.891,33.187,26.291,0.577914
AC264,2,1978.58032,250,4.823,33.319,26.403,0.66366
AC264,144,1978.61169,0,13.693,26.194,19.504,0
AC264,144,1978.61169,10,12.65,28.636,21.582,0.073466
AC264,144,1978.61169,20,11.581,30.13,22.932,0.12709
AC264,144,1978.61169,30,11.188,30.836,23.548,0.173787
AC264,144,1978.61169,50,8.493,31.497,24.498,0.252127
AC264,144,1978.61169,75,6.304,31.778,25.015,0.332782
AC264,144,1978.61169,100,6.077,32.059,25.264,0.403533
AC264,144,1978.61169,150,5.245,32.862,25.995,0.524933
AC264,144,1978.61169,200,4.912,33.169,26.275,0.620001
