CruiseName,Station,YEAR,Depth,Temp,Sal,SigmaT,Delta-D
HX81,38,1986.37268,100,4.734,31.999,25.325,0.289208
HX81,38,1986.37268,150,4.613,32.235,25.525,0.417721
HX81,38,1986.37268,200,4.943,32.456,25.665,0.537709
HX81,38,1986.37268,250,5.249,32.661,25.793,0.65302
HX92,2,1986.84473,0,6.913,26.39,20.656,0
HX92,2,1986.84473,10,8.273,28.913,22.461,0.062714
HX92,2,1986.84473,20,8.86,30.046,23.263,0.112552
HX92,2,1986.84473,30,8.981,30.449,23.56,0.157329
HX92,2,1986.84473,50,9.311,31.209,24.104,0.239055
HX92,2,1986.84473,75,9.292,31.676,24.472,0.329165
HX92,2,1986.84473,100,7.628,32.083,25.037,0.410049
HX92,2,1986.84473,150,6.171,32.469,25.532,0.544531
HX92,2,1986.84473,200,5.598,33.111,26.109,0.655203
HX92,2,1986.84473,250,5.609,33.304,26.26,0.747696
HX92,52,1986.87036,0,7.492,28.645,22.355,0
HX92,52,1986.87036,10,7.56,28.942,22.58,0.052248
HX92,52,1986.87036,20,7.974,29.478,22.944,0.104313
HX92,52,1986.87036,30,8.355,30.136,23.407,0.150263
HX92,52,1986.87036,50,8.638,31.005,24.046,0.237468
HX92,52,1986.87036,75,8.908,31.763,24.599,0.327433
HX92,52,1986.87036,100,8.838,31.909,24.723,0.410032
HX92,52,1986.87036,150,7.276,32.201,25.177,0.564212
HX92,52,1986.87036,200,5.605,32.907,25.947,0.686674
HX92,52,1986.87036,250,5.616,33.292,26.25,0.783005
HX94,2,1986.95557,0,5.485,29.206,23.035,0
HX94,2,1986.95557,10,5.852,29.675,23.365,0.045268
HX94,2,1986.95557,20,6.086,29.89,23.507,0.089519
HX94,2,1986.95557,30,6.2,30.086,23.649,0.133166
HX94,2,1986.95557,50,6.509,30.498,23.937,0.214494
HX94,2,1986.95557,75,7.312,31.478,24.604,0.306363
HX94,2,1986.95557,100,7.264,31.728,24.807,0.387241
HX94,2,1986.95557,150,7.193,32.092,25.103,0.53943
HX94,2,1986.95557,200,6.405,32.712,25.694,0.672444
HX94,2,1986.95557,250,5.868,33.028,26.011,0.780926
HX94,18,1986.96667,0,5.654,29.313,23.101,0
HX94,18,1986.96667,10,5.92,29.725,23.397,0.046787
HX94,18,1986.96667,20,6.051,29.905,23.524,0.091325
HX94,18,1986.96667,30,6.153,30.105,23.669,0.134201
HX94,18,1986.96667,50,6.308,30.427,23.904,0.217306
HX94,18,1986.96667,75,6.996,31.036,24.298,0.314918
HX94,18,1986.96667,100,7.248,31.65,24.748,0.401101
HX94,18,1986.96667,150,7.221,32.035,25.055,0.55473
HX94,18,1986.96667,200,6.5,32.697,25.67,0.690607
HX94,18,1986.96667,250,5.852,33.033,26.017,0.79905
HX95,2,1987.13135,0,5.052,30.977,24.482,0
HX95,2,1987.13135,10,5.048,30.973,24.479,0.034694
HX95,2,1987.13135,20,5.054,30.978,24.482,0.069384
HX95,2,1987.13135,30,5.107,31.005,24.498,0.104011
HX95,2,1987.13135,50,5.125,31.025,24.512,0.172942
HX95,2,1987.13135,75,5.344,31.177,24.609,0.257897
HX95,2,1987.13135,100,5.467,31.338,24.722,0.340464
HX95,2,1987.13135,150,6.172,31.692,24.919,0.498083
HX95,2,1987.13135,200,6.294,31.929,25.091,0.648386
HX95,2,1987.13135,250,6.426,32.144,25.244,0.790065
HX95,70,1987.16931,0,4.123,30.943,24.549,0
HX95,70,1987.16931,10,4.135,30.943,24.548,0.034053
HX95,70,1987.16931,20,4.178,30.957,24.555,0.068083
HX95,70,1987.16931,30,4.277,30.999,24.578,0.101948
HX95,70,1987.16931,50,4.364,31.043,24.605,0.16922
HX95,70,1987.16931,75,5.109,31.379,24.794,0.252492
HX95,70,1987.16931,100,5.729,31.667,24.952,0.329125
HX95,70,1987.16931,150,6.207,31.972,25.135,0.476605
HX95,70,1987.16931,200,6.424,32.179,25.272,0.616572
HX95,70,1987.16931,250,6.475,32.232,25.307,0.752546
HX96,1,1987.20618,0,4.427,31.12,24.66,0
HX96,1,1987.20618,10,4.426,31.13,24.668,0.032956
HX96,1,1987.20618,20,4.447,31.146,24.679,0.065833
HX96,1,1987.20618,30,4.493,31.16,24.684,0.098631
HX96,1,1987.20618,50,4.707,31.241,24.727,0.163851
HX96,1,1987.20618,75,4.752,31.263,24.74,0.244646
HX96,1,1987.20618,100,4.826,31.34,24.793,0.324744
HX96,1,1987.20618,150,5.65,31.697,24.985,0.479851
HX96,1,1987.20618,200,6.219,32.114,25.246,0.624724
HX96,1,1987.20618,250,6.494,32.447,25.474,0.756455
HX97,2,1987.30322,0,4.904,30.829,24.38,0
HX97,2,1987.30322,10,5.137,31.02,24.507,0.035452
HX97,2,1987.30322,20,5.071,31.121,24.594,0.069315
HX97,2,1987.30322,30,5.101,31.176,24.634,0.102725
HX97,2,1987.30322,50,5.215,31.37,24.775,0.168208
HX97,2,1987.30322,75,5.275,31.594,24.946,0.245645
HX97,2,1987.30322,100,5.374,31.725,25.038,0.32011
HX97,2,1987.30322,150,5.561,31.994,25.23,0.46293
HX97,2,1987.30322,200,6.031,32.256,25.381,0.597913
HX97,2,1987.30322,250,6.077,32.438,25.52,0.726587
HX98,145,1987.3988,0,7.316,30.598,23.912,0
HX98,145,1987.3988,10,7.268,30.726,24.019,0.039828
HX98,145,1987.3988,20,7.059,31.02,24.278,0.078063
HX98,145,1987.3988,30,6.982,31.159,24.397,0.114274
HX98,145,1987.3988,50,6.811,31.413,24.619,0.183524
HX98,145,1987.3988,75,6.442,31.673,24.871,0.264044
HX98,145,1987.3988,100,5.596,31.671,24.97,0.340769
HX98,145,1987.3988,150,5.721,32.009,25.223,0.48463
HX98,145,1987.3988,200,5.961,32.303,25.427,0.620155
HX98,145,1987.3988,250,6.003,32.459,25.545,0.747203
HX104,3,1987.69116,0,12.07,27.027,20.394,0
HX104,3,1987.69116,10,12.678,28.433,21.372,0.069256
HX104,3,1987.69116,20,12.896,29.751,22.35,0.129466
HX104,3,1987.69116,30,10.736,30.785,23.541,0.178517
HX104,3,1987.69116,50,7.835,31.841,24.817,0.249116
HX104,3,1987.69116,75,7.269,32.148,25.137,0.323384
HX104,3,1987.69116,100,6.945,32.261,25.27,0.393474
HX104,3,1987.69116,150,6.072,32.879,25.868,0.518189
HX104,3,1987.69116,200,5.835,33.248,26.189,0.618612
HX104,3,1987.69116,250,5.73,33.365,26.294,0.709341
HX108,2,1987.91394,0,6.51,29.412,23.081,0
HX108,2,1987.91394,10,6.522,29.418,23.084,0.048046
HX108,2,1987.91394,20,6.621,29.544,23.172,0.095651
HX108,2,1987.91394,30,6.636,29.568,23.188,0.142765
HX108,2,1987.91394,50,8.057,30.65,23.852,0.232436
HX108,2,1987.91394,75,8.241,31.412,24.423,0.326874
HX108,2,1987.91394,100,8.297,31.609,24.569,0.413565
HX108,2,1987.91394,150,7.949,32.015,24.938,0.576547
HX108,2,1987.91394,200,6.461,32.835,25.784,0.704316
HX108,2,1987.91394,250,5.993,33.138,26.083,0.808787
HX108,76,1987.95459,0,5.662,30.164,23.772,0
HX108,76,1987.95459,10,5.665,30.178,23.783,0.041375
HX108,76,1987.95459,20,5.693,30.18,23.781,0.082742
HX108,76,1987.95459,30,5.815,30.222,23.801,0.124078
HX108,76,1987.95459,50,6.322,30.466,23.934,0.205588
HX108,76,1987.95459,75,7.706,31.298,24.409,0.29895
HX108,76,1987.95459,100,7.837,31.615,24.64,0.384857
HX108,76,1987.95459,150,7.677,31.841,24.84,0.546753
HX108,76,1987.95459,200,7.421,32.195,25.153,0.699059
HX108,76,1987.95459,250,6.091,33.084,26.028,0.815315
HX111,2,1988.25867,0,4.353,30.745,24.37,0
HX111,2,1988.25867,10,4.441,30.828,24.427,0.033876
HX111,2,1988.25867,20,4.543,30.932,24.499,0.068664
HX111,2,1988.25867,30,4.617,31.031,24.569,0.102868
HX111,2,1988.25867,50,4.85,31.221,24.697,0.169557
HX111,2,1988.25867,75,5.254,31.554,24.916,0.248465
HX111,2,1988.25867,100,5.312,31.733,25.052,0.323624
HX111,2,1988.25867,150,5.691,32.054,25.262,0.46487
HX111,2,1988.25867,200,5.761,32.366,25.5,0.596554
HX111,2,1988.25867,250,5.653,32.426,25.561,0.72155
HX111,93,1988.29675,0,4.41,30.784,24.395,0
HX111,93,1988.29675,10,4.709,31.052,24.578,0.034641
HX111,93,1988.29675,20,4.686,31.072,24.595,0.068305
HX111,93,1988.29675,30,4.684,31.078,24.6,0.101903
HX111,93,1988.29675,50,4.691,31.132,24.642,0.168784
HX111,93,1988.29675,75,5,31.408,24.829,0.250124
HX111,93,1988.29675,100,5.136,31.582,24.952,0.327157
HX111,93,1988.29675,150,5.424,31.864,25.143,0.47396
HX111,93,1988.29675,200,5.587,32.134,25.337,0.611757
HX111,93,1988.29675,250,5.643,32.371,25.518,0.740927
HX112,2,1988.30493,0,4.689,30.606,24.226,0
HX112,2,1988.30493,10,4.788,31.048,24.566,0.035447
HX112,2,1988.30493,20,4.824,31.094,24.598,0.069215
HX112,2,1988.30493,30,4.794,31.122,24.624,0.102668
HX112,2,1988.30493,50,4.84,31.271,24.737,0.168511
HX112,2,1988.30493,75,5.174,31.609,24.969,0.246457
HX112,2,1988.30493,100,5.317,31.767,25.078,0.320574
HX112,2,1988.30493,150,5.435,31.894,25.165,0.463435
HX112,2,1988.30493,200,5.543,32.094,25.311,0.601706
HX112,2,1988.30493,250,5.62,32.288,25.455,0.733785
HX112,95,1988.38342,0,8.236,30.119,23.411,0
HX112,95,1988.38342,10,7.062,30.899,24.182,0.04015
HX112,95,1988.38342,20,6.227,31.099,24.444,0.076538
HX112,95,1988.38342,30,5.892,31.145,24.521,0.111188
HX112,95,1988.38342,50,5.615,31.26,24.644,0.178982
HX112,95,1988.38342,75,5.757,31.566,24.869,0.259309
HX112,95,1988.38342,100,5.409,31.783,25.081,0.334824
HX112,95,1988.38342,150,5.689,32.34,25.488,0.470455
HX112,95,1988.38342,200,5.692,32.566,25.667,0.592174
HX112,95,1988.38342,250,5.751,32.909,25.931,0.703918
HX114,134,1988.49414,0,11.683,28.9,21.913,0
HX114,134,1988.49414,10,10.575,29.991,22.951,0.056292
HX114,134,1988.49414,20,9.524,30.609,23.602,0.102859
HX114,134,1988.49414,30,8.429,31.078,24.134,0.143035
HX114,134,1988.49414,50,6.05,31.177,24.527,0.215564
HX114,134,1988.49414,75,6.367,31.982,25.123,0.294138
HX114,134,1988.49414,100,6.308,32.135,25.252,0.364328
HX114,134,1988.49414,150,5.756,32.718,25.779,0.491167
HX114,134,1988.49414,200,5.775,32.925,25.941,0.598685
HX114,134,1988.49414,250,5.763,33.171,26.137,0.699318
HX115,0,1988.53137,0,12.605,27.7,20.819,0
HX115,0,1988.53137,10,10.958,29.969,22.869,0.058035
HX115,0,1988.53137,20,10.262,30.614,23.487,0.105095
HX115,0,1988.53137,30,9.966,30.818,23.694,0.148455
HX115,0,1988.53137,50,7.503,31.294,24.434,0.224868
HX115,0,1988.53137,75,6.567,31.695,24.872,0.307491
HX115,0,1988.53137,100,6.629,32.039,25.135,0.381572
HX115,0,1988.53137,150,5.785,32.619,25.698,0.51114
HX115,0,1988.53137,200,5.777,32.979,25.983,0.61967
HX115,0,1988.53137,250,5.762,33.121,26.097,0.720285
HX118,2,1988.70496,0,11.516,24.971,18.896,0
HX118,2,1988.70496,10,11.634,26.196,19.826,0.085977
HX118,2,1988.70496,20,11.758,28.34,21.466,0.155393
HX118,2,1988.70496,30,11.73,29.762,22.573,0.213056
HX118,2,1988.70496,50,11.32,31.453,23.959,0.304249
HX118,2,1988.70496,75,9.822,31.92,24.577,0.397746
HX118,2,1988.70496,100,7.384,32.034,25.031,0.476543
HX118,2,1988.70496,150,6.325,32.448,25.497,0.614428
HX118,2,1988.70496,200,5.819,32.919,25.931,0.72941
HX118,2,1988.70496,250,5.783,33.113,26.088,0.831334
HX118,77,1988.745,0,10.406,25.933,19.821,0
HX118,77,1988.745,10,10.813,27.003,20.588,0.077102
HX118,77,1988.745,20,11.178,28.182,21.443,0.146282
HX118,77,1988.745,30,11.256,29.849,22.724,0.203046
HX118,77,1988.745,50,10.696,31.354,23.99,0.289725
HX118,77,1988.745,75,8.667,31.968,24.796,0.379335
HX118,77,1988.745,100,7.331,32.112,25.101,0.454551
HX118,77,1988.745,150,5.987,32.599,25.658,0.586902
HX118,77,1988.745,200,5.822,32.978,25.977,0.696922
HX118,77,1988.745,250,5.766,33.12,26.096,0.797343
HX120,2,1988.91321,0,6.219,29.852,23.462,0
HX120,2,1988.91321,10,6.219,29.85,23.46,0.044419
HX120,2,1988.91321,20,6.225,29.855,23.464,0.088847
HX120,2,1988.91321,30,6.275,29.864,23.465,0.133257
HX120,2,1988.91321,50,7.574,30.585,23.868,0.21953
HX120,2,1988.91321,75,8.374,31.375,24.375,0.314325
HX120,2,1988.91321,100,8.737,31.838,24.684,0.400189
HX120,2,1988.91321,150,6.812,32.663,25.604,0.546184
HX120,2,1988.91321,200,6.334,32.872,25.83,0.659788
HX120,2,1988.91321,250,5.992,33.016,25.987,0.765873
HX120,43,1988.94885,0,5.581,29.909,23.579,0
HX120,43,1988.94885,10,6.271,30.412,23.897,0.042829
HX120,43,1988.94885,20,6.352,30.463,23.928,0.082873
HX120,43,1988.94885,30,6.46,30.518,23.958,0.122709
HX120,43,1988.94885,50,6.74,30.735,24.095,0.201258
HX120,43,1988.94885,75,6.952,30.911,24.205,0.296344
HX120,43,1988.94885,100,7.595,31.569,24.637,0.38441
HX120,43,1988.94885,150,7.665,31.867,24.862,0.546773
HX120,43,1988.94885,200,6.427,32.825,25.781,0.688914
HX120,43,1988.94885,250,6.163,32.98,25.937,0.796691
HX121,2,1989.26233,0,4.115,31.657,25.117,0
HX121,2,1989.26233,10,4.011,31.668,25.135,0.028603
HX121,2,1989.26233,20,3.884,31.687,25.163,0.056842
HX121,2,1989.26233,30,3.885,31.702,25.174,0.084986
HX121,2,1989.26233,50,3.806,31.735,25.208,0.140859
HX121,2,1989.26233,75,3.692,31.766,25.244,0.209895
HX121,2,1989.26233,100,3.814,31.937,25.368,0.276888
HX121,2,1989.26233,150,4.224,32.201,25.538,0.404061
HX121,2,1989.26233,200,5.257,32.911,25.99,0.515303
HX121,2,1989.26233,250,5.598,33.322,26.276,0.612547
LO1,1,1989.33093,0,5.994,31.198,24.55,0
LO1,1,1989.33093,10,5.138,31.554,24.93,0.032513
LO1,1,1989.33093,20,4.785,31.753,25.125,0.061968
LO1,1,1989.33093,30,4.636,31.656,25.064,0.090978
LO1,1,1989.33093,50,4.536,31.714,25.12,0.148621
LO1,1,1989.33093,75,4.418,31.742,25.154,0.220044
LO1,1,1989.33093,100,4.057,31.937,25.345,0.288637
LO1,1,1989.33093,150,4.35,32.26,25.573,0.415158
LO1,1,1989.33093,200,5.161,32.858,25.959,0.528095
LO1,1,1989.33093,250,5.526,33.205,26.192,0.627413
HX123,3,1989.3429,0,6.248,30.639,24.079,0
HX123,3,1989.3429,10,4.998,31.5,24.902,0.032432
HX123,3,1989.3429,20,4.632,31.62,25.035,0.062447
HX123,3,1989.3429,30,4.56,31.658,25.073,0.091714
HX123,3,1989.3429,50,4.449,31.733,25.144,0.149187
HX123,3,1989.3429,75,4.704,31.831,25.195,0.21958
HX123,3,1989.3429,100,4.179,32.038,25.413,0.287277
HX123,3,1989.3429,150,4.358,32.246,25.56,0.413081
HX123,3,1989.3429,200,4.956,32.647,25.816,0.530999
HX123,3,1989.3429,250,5.545,33.21,26.194,0.632628
HX123,52,1989.35876,0,6.949,29.748,23.291,0
HX123,52,1989.35876,10,5.829,31.138,24.522,0.040023
HX123,52,1989.35876,20,5.272,31.424,24.811,0.072795
HX123,52,1989.35876,30,4.655,31.648,25.055,0.103195
HX123,52,1989.35876,50,4.468,31.763,25.166,0.160456
HX123,52,1989.35876,75,4.601,31.833,25.208,0.230359
HX123,52,1989.35876,100,3.968,31.995,25.4,0.298184
HX123,52,1989.35876,150,4.503,32.375,25.648,0.422648
HX123,52,1989.35876,200,4.948,32.711,25.867,0.53642
HX123,52,1989.35876,250,5.516,33.181,26.174,0.638527
HX124,2,1989.36462,0,6.536,29.931,23.486,0
HX124,2,1989.36462,10,5.891,31.177,24.546,0.038117
HX124,2,1989.36462,20,5.569,31.333,24.707,0.071314
HX124,2,1989.36462,30,5.131,31.562,24.936,0.102579
HX124,2,1989.36462,50,4.459,31.739,25.148,0.160924
HX124,2,1989.36462,75,4.677,31.821,25.191,0.231236
HX124,2,1989.36462,100,4.101,32.041,25.423,0.299154
HX124,2,1989.36462,150,4.443,32.307,25.601,0.424397
HX124,2,1989.36462,200,4.968,32.7,25.855,0.538087
HX124,2,1989.36462,250,5.548,33.226,26.206,0.640212
HX124,90,1989.40466,0,7.617,30.908,24.115,0
HX124,90,1989.40466,10,7.594,30.911,24.121,0.038174
HX124,90,1989.40466,20,6.859,31.067,24.34,0.075184
HX124,90,1989.40466,30,6.551,31.206,24.489,0.11048
HX124,90,1989.40466,50,5.457,31.573,24.909,0.174418
HX124,90,1989.40466,75,4.563,31.774,25.165,0.247483
HX124,90,1989.40466,100,4.094,31.973,25.37,0.31566
HX124,90,1989.40466,150,4.571,32.404,25.664,0.440722
HX124,90,1989.40466,200,4.978,32.74,25.887,0.553014
HX124,90,1989.40466,250,5.501,33.171,26.168,0.655576
HX125,2,1989.41675,0,7.374,31.021,24.237,0
HX125,2,1989.41675,10,7.28,31.034,24.26,0.037011
HX125,2,1989.41675,20,6.66,31.406,24.633,0.071854
HX125,2,1989.41675,30,6.11,31.451,24.736,0.104624
HX125,2,1989.41675,50,5.844,31.602,24.887,0.167839
HX125,2,1989.41675,75,4.865,31.785,25.142,0.241994
HX125,2,1989.41675,100,4.647,31.977,25.317,0.310675
HX125,2,1989.41675,150,4.781,32.541,25.75,0.433822
HX125,2,1989.41675,200,4.97,32.803,25.937,0.542946
HX125,2,1989.41675,250,5.429,33.152,26.161,0.644172
HX125,38,1989.4325,0,8.901,25.003,19.317,0
HX125,38,1989.4325,10,7.359,30.589,23.899,0.051682
HX125,38,1989.4325,20,7.002,31.009,24.276,0.089735
HX125,38,1989.4325,30,6.891,31.176,24.422,0.125724
HX125,38,1989.4325,50,6.585,31.569,24.771,0.193484
HX125,38,1989.4325,75,5.743,31.837,25.085,0.270379
HX125,38,1989.4325,100,4.804,32.048,25.356,0.339087
HX125,38,1989.4325,150,4.61,32.326,25.597,0.466362
HX125,38,1989.4325,200,4.946,32.707,25.863,0.579696
HX125,38,1989.4325,250,5.395,33.073,26.103,0.683473
HX126,10,1989.43933,0,7.811,30.099,23.454,0
HX126,10,1989.43933,10,7.605,30.324,23.658,0.043816
HX126,10,1989.43933,20,7.212,30.787,24.074,0.084751
HX126,10,1989.43933,30,6.904,31.105,24.365,0.121496
HX126,10,1989.43933,50,6.106,31.446,24.733,0.190112
HX126,10,1989.43933,75,4.398,31.749,25.162,0.265701
HX126,10,1989.43933,100,4.798,32.098,25.397,0.333187
HX126,10,1989.43933,150,4.782,32.533,25.744,0.455985
HX126,10,1989.43933,200,4.972,32.732,25.88,0.565832
HX126,10,1989.43933,250,5.364,33.034,26.076,0.669529
LO3,2,1989.48523,0,11.135,26.689,20.292,0
LO3,2,1989.48523,10,9.285,29.742,22.962,0.058532
LO3,2,1989.48523,20,8.394,30.625,23.784,0.103635
LO3,2,1989.48523,30,8.145,30.937,24.065,0.143549
LO3,2,1989.48523,50,7.166,31.78,24.861,0.213478
LO3,2,1989.48523,75,5.543,31.977,25.219,0.287749
LO3,2,1989.48523,100,5.262,32.06,25.317,0.355543
LO3,2,1989.48523,150,4.791,32.521,25.733,0.481261
LO3,2,1989.48523,200,5.12,32.95,26.037,0.587116
LO3,2,1989.48523,250,5.277,33.271,26.273,0.682604
LO3,3,1989.48535,0,10.883,26.569,20.239,0
LO3,3,1989.48535,10,9.551,29.532,22.757,0.062791
LO3,3,1989.48535,20,8.335,30.573,23.752,0.1082
LO3,3,1989.48535,30,7.974,31.098,24.215,0.147214
LO3,3,1989.48535,50,6.981,31.327,24.529,0.218695
LO3,3,1989.48535,75,5.623,31.976,25.208,0.2932
LO3,3,1989.48535,100,5.152,32.139,25.391,0.36013
LO3,3,1989.48535,150,4.927,32.495,25.698,0.484123
LO3,3,1989.48535,200,5.122,32.922,26.014,0.590829
LO3,3,1989.48535,250,5.27,33.251,26.258,0.686636
LO3,4,1989.48535,0,11.238,26.526,20.148,0
LO3,4,1989.48535,10,9.888,29.032,22.315,0.064476
LO3,4,1989.48535,20,8.232,30.685,23.854,0.110839
LO3,4,1989.48535,30,7.971,31.109,24.224,0.149109
LO3,4,1989.48535,50,6.752,31.437,24.646,0.220955
LO3,4,1989.48535,75,5.738,32.019,25.229,0.295483
LO3,4,1989.48535,100,5.271,32.211,25.435,0.361844
LO3,4,1989.48535,150,4.839,32.531,25.736,0.4837
LO3,4,1989.48535,200,5.132,32.909,26.003,0.589948
LO3,4,1989.48535,250,5.272,33.229,26.24,0.685641
LO3,5,1989.48535,0,11.908,26.206,19.787,0
LO3,5,1989.48535,10,9.454,29.688,22.894,0.062947
LO3,5,1989.48535,20,8.223,30.704,23.871,0.108252
LO3,5,1989.48535,30,7.558,31.139,24.305,0.146702
LO3,5,1989.48535,50,6.692,31.445,24.66,0.216977
LO3,5,1989.48535,75,5.841,32.074,25.26,0.291673
LO3,5,1989.48535,100,5.227,32.236,25.46,0.357335
LO3,5,1989.48535,150,4.888,32.61,25.793,0.477642
LO3,5,1989.48535,200,5.121,32.895,25.993,0.584407
LO3,5,1989.48535,250,5.261,33.228,26.241,0.6811
LO3,6,1989.48547,0,11.854,26.303,19.871,0
LO3,6,1989.48547,10,9.3,29.794,23,0.062425
LO3,6,1989.48547,20,8.303,30.587,23.768,0.106934
LO3,6,1989.48547,30,7.742,31.012,24.18,0.14574
LO3,6,1989.48547,50,7.016,31.499,24.66,0.215286
LO3,6,1989.48547,75,5.256,32.069,25.324,0.29059
LO3,6,1989.48547,100,5.154,32.168,25.414,0.356548
LO3,7,1989.48547,0,11.824,26.364,19.924,0
LO3,7,1989.48547,10,9.288,29.806,23.011,0.062862
LO3,7,1989.48547,20,8.251,30.649,23.824,0.107229
LO3,7,1989.48547,30,7.681,31.177,24.317,0.145813
LO3,7,1989.48547,50,7.227,31.69,24.782,0.213966
LO3,7,1989.48547,75,4.941,31.904,25.228,0.288807
HX132,2,1989.75342,0,10.467,23.902,18.233,0
HX132,2,1989.75342,10,10.973,25.569,19.448,0.0879
HX132,2,1989.75342,20,11.123,27.221,20.706,0.165019
HX132,2,1989.75342,30,10.819,28.332,21.62,0.231159
HX132,2,1989.75342,50,8.307,31.4,24.404,0.32853
HX132,2,1989.75342,75,6.323,32.149,25.261,0.40331
HX132,2,1989.75342,100,5.584,32.464,25.599,0.46761
HX132,2,1989.75342,150,5.351,32.745,25.848,0.582706
HX132,2,1989.75342,200,5.269,33.164,26.189,0.683421
HX132,2,1989.75342,250,5.307,33.293,26.287,0.773931
HX132,10,1989.76672,0,10.19,22.924,17.515,0
HX132,10,1989.76672,10,10.872,26.234,19.981,0.089809
HX132,10,1989.76672,20,10.967,28.042,21.37,0.160932
HX132,10,1989.76672,30,10.793,28.897,22.063,0.222019
HX132,10,1989.76672,50,9.563,30.987,23.891,0.322488
HX132,10,1989.76672,75,6.687,32.101,25.177,0.402102
HX132,10,1989.76672,100,5.812,32.397,25.519,0.468386
HX132,10,1989.76672,150,5.326,32.739,25.847,0.586632
HX132,10,1989.76672,200,5.258,33.121,26.156,0.687562
HX132,10,1989.76672,250,5.306,33.35,26.333,0.777584
HX133,10,1989.81714,0,7.505,26.995,21.059,0
HX133,10,1989.81714,10,7.503,26.978,21.045,0.067454
HX133,10,1989.81714,20,7.604,27.071,21.106,0.134726
HX133,10,1989.81714,30,8.821,29.54,22.873,0.194223
HX133,10,1989.81714,50,9.376,31.281,24.149,0.278488
HX133,10,1989.81714,75,7.411,31.912,24.932,0.364149
HX133,10,1989.81714,100,6.126,32.321,25.421,0.435326
HX133,10,1989.81714,150,5.402,32.639,25.758,0.556787
HX133,10,1989.81714,200,5.274,32.925,26,0.664699
HX133,10,1989.81714,250,5.283,33.175,26.197,0.760511
HX134,2,1989.82373,0,7.018,26.115,20.427,0
HX134,2,1989.82373,10,7.533,26.858,20.948,0.071934
HX134,2,1989.82373,20,7.761,27.379,21.327,0.139108
HX134,2,1989.82373,30,8.601,28.585,22.158,0.20004
HX134,2,1989.82373,50,8.98,30.302,23.445,0.303228
HX134,2,1989.82373,75,8.619,31.437,24.387,0.399531
HX134,2,1989.82373,100,7.506,31.717,24.766,0.484485
HX134,2,1989.82373,150,5.434,32.435,25.593,0.622031
HX134,2,1989.82373,200,5.255,32.849,25.941,0.73433
HX134,2,1989.82373,250,5.273,33.046,26.095,0.835732
HX134,66,1989.83997,0,6.906,26.537,20.772,0
HX134,66,1989.83997,10,7.499,27.827,21.712,0.067452
HX134,66,1989.83997,20,7.913,28.571,22.242,0.125979
HX134,66,1989.83997,30,8.681,30.189,23.402,0.175275
HX134,66,1989.83997,50,9.004,31.046,24.023,0.258877
HX134,66,1989.83997,75,8.084,31.638,24.623,0.35076
HX134,66,1989.83997,100,7.086,32.01,25.053,0.428546
HX134,66,1989.83997,150,5.771,32.465,25.578,0.562899
HX134,66,1989.83997,200,5.293,32.862,25.948,0.676844
HX134,66,1989.83997,250,5.278,33.092,26.131,0.7772
HX135,2,1989.92883,0,5.223,30.192,23.842,0
HX135,2,1989.92883,10,5.306,30.255,23.883,0.040686
HX135,2,1989.92883,20,5.407,30.323,23.926,0.080797
HX135,2,1989.92883,30,5.52,30.406,23.979,0.120646
HX135,2,1989.92883,50,6.044,30.917,24.323,0.196917
HX135,2,1989.92883,75,6.644,31.573,24.767,0.283148
HX135,2,1989.92883,100,6.574,31.772,24.932,0.360739
HX135,2,1989.92883,150,6.436,32.051,25.169,0.510281
HX135,2,1989.92883,200,6.001,32.554,25.621,0.644336
HX135,2,1989.92883,250,5.358,33.307,26.292,0.7465
HX135,21,1989.93359,0,5.701,30.601,24.113,0
HX135,21,1989.93359,10,5.703,30.597,24.11,0.038212
HX135,21,1989.93359,20,5.714,30.599,24.11,0.076446
HX135,21,1989.93359,30,5.821,30.725,24.197,0.114481
HX135,21,1989.93359,50,5.849,30.769,24.229,0.188816
HX135,21,1989.93359,75,5.897,30.832,24.273,0.281196
HX135,21,1989.93359,100,6.622,31.592,24.784,0.366249
HX135,21,1989.93359,150,6.68,32.104,25.18,0.514582
HX135,21,1989.93359,200,5.728,32.773,25.826,0.645353
HX135,21,1989.93359,250,5.339,33.331,26.314,0.738529
HX137,1,1990.25745,0,3.376,31.334,24.928,0
HX137,1,1990.25745,10,3.499,31.467,25.023,0.029943
HX137,1,1990.25745,20,3.535,31.479,25.029,0.059435
HX137,1,1990.25745,30,3.552,31.491,25.038,0.088874
HX137,1,1990.25745,50,3.602,31.529,25.063,0.147421
HX137,1,1990.25745,75,3.759,31.647,25.143,0.219589
HX137,1,1990.25745,100,4.131,31.84,25.26,0.289692
HX137,1,1990.25745,150,4.54,32.046,25.383,0.423253
HX137,1,1990.25745,200,5.345,32.778,25.875,0.546792
HX137,1,1990.25745,250,5.741,33.15,26.123,0.648511
HX139,2,1990.4325,0,11.367,30.113,22.91,0
HX139,2,1990.4325,10,8.692,31.378,24.33,0.043553
HX139,2,1990.4325,20,6.818,31.528,24.709,0.077733
HX139,2,1990.4325,30,6.053,31.62,24.876,0.109321
HX139,2,1990.4325,50,5.267,31.695,25.027,0.169721
HX139,2,1990.4325,75,4.143,31.82,25.243,0.241325
HX139,2,1990.4325,100,4.971,32.208,25.466,0.307223
HX139,2,1990.4325,150,5.277,32.859,25.947,0.42213
