YEAR,gender,part,effn,28,30,32,34,36,38,40,42,44,46,48,50,52,54,56,58,60,62,64,66,68,70,72,74,76,78,80,82,84,86,88,90,92,94,96,98,100,102,104,106,108,110
1993,1,2,472.1,0,0,1,3,6,12.5,30.5,28,46,54.5,50.5,58.5,61,53,60.5,49.5,23.5,19,26,18,14.5,17,8,10,10.5,9,7.5,2,3,2,0,1,0,0,0,0,0,0,0,0,0,0
1994,1,2,528.1,0,0,2,15,27,5,4.5,16,19,45,49,55.5,84.5,99,92.5,90,78,62,46,42,28,29,22,10,7,8,3,4,1,0,1,0,0,0,1,0,0,0,0,0,0,0
1995,1,2,332.4,0,0,0,0,0,0,0,0,1,3,2,6,20,30,54,57,50,62,30,28,22,9,12,8,3,4,4,3,4,1,0,1,0,0,0,0,0,0,0,0,0,0
1996,1,2,263.5,0,0,0,0,0,0,0,3,9,11,16,16,9,21,30,28,32,30,31,27,14,7,9,3,5,3,4,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0
1997,1,2,312.3,0,0,0,0,0,0,1,3,1,6,27.5,15.5,29,53.5,61.5,53.5,44,39.5,30,31.5,26.5,27.5,23,11,8,6,3.5,1,1.5,3,2.5,0.5,1.5,1.5,1,0.5,0,0.5,0.5,0.5,0,0
1998,1,2,252.6,0,0,0,0,0,1,0,2,1,2,2,8,5,15,12,37,35,50.5,38,44,28,24,16,13,6,1.5,4,2,3,3.5,0,0.5,0,1,0,0,0,0.5,0,0,0,0
1999,1,2,277.6,0,0,0,0,0,0,2,3,4.5,1,3.5,5.5,8.5,14.5,18.5,13,34.5,35,34,37,25,14,10,10,9,3,4,3,4,0,1,0,0,1,0,0,1,0,0,0,0,1
2000,1,2,216.2,0,1,0,0,0,0,0,0,0,0,0,0,1,1,2,9,22,31,27,34,31.5,29,17,13.5,8,4,2,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0
2001,1,2,265.8,0,0,0,0,0,0,0,0,0,0,0,3,2,4,10,23,33,47,57,41,36,38,29,21,9,8,6,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0
2002,1,2,296.9,0,0,0,0,1,0,0,1,0,0,3,3,4,8,15,26,44,48.5,32,34,49.5,39,26,27.5,20,11.5,6.5,6,7,1,0,0,1,0,0,0,0,0,0,0,0,0
2003,1,2,276.8,0,0,0,0,0,1,1,1,3,1,1,1,8,12,23,37,44,68,63,34,39,20,22,12.5,10,6,7,1,2,2,2,1,0,0,0,0,1,0,0,0,0,0
2004,1,2,328.1,0,0,0,0,0,0,1,0,0,0,1,1,1,3,11,20,78.5,110,109,81,69,46,30,18,25,13,7,9,6.5,1,1,1,0,0.5,0,0.5,0.5,0,0,0,0,0.5
2005,1,2,187.7,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,12,33,39,42,37,32,28,22,12,12,7,4,7,2,1,0,0,0,0,0,0,0,0,0,0,0,0
2006,1,2,250.7,0,0,0,0,1,0,0,0,0,0,1,1,1,0,6,15,34.5,43,56,42.5,33.5,38,26,15,9,7,5,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2007,1,2,448.4,0,0,0,0,1,0,0,0,0,0,1,0,2,9,31.5,44.5,59.5,68.5,71,72,59,48.5,45.5,29,23,17,8,12,0,2,2,0,1,0,0,2,0,0,0,0,0,0
2008,1,2,358.2,0,0,0,0,0,0,0,0,0,0,5,1,1,4,25,45,41,57,50,48.5,40,46,21.5,22,21,14.5,6,5,2,0,3,0,1,2,0,1,0,0,0,0,0,0
