"","V1","V2"
"1",0.61777783275961,13.0523580952381
"2",0.663920964655172,13.04788
"3",1.17129943095238,13.0164556666667
"4",1.19762716141975,12.9145488888889
"5",0.54179721456044,12.924554047619
"6",0.443937458249158,12.9925178787879
"7",0.596329309722222,13.017785
"8",1.92344805877193,12.9035040350877
"9",0.412582626111111,13.0155774074074
"10",0.401154176075269,13.0366106451613
"11",1.45672436028369,13.0454033333333
"12",0.644375,4.31895849323243
"13",0.346721283333333,5.61707046010207
"14",0.218027237962963,2.40463266804044
"15",0.071896351,5.56243471036632
"16",0.1380174291939,2.38922876419788
"17",0.224210526315789,5.74484803794946
"18",0.585342559411765,5.49717168273177
"19",2.17925610874513,6.1059249172973
"20",0.873065880349917,6.1059249172973
"21",0.947189914996673,6.1059249172973
"22",1.92490196078431,6.17356160323529
"23",1.07832843137255,6.25264039203333
"24",5.10394594594595,6.1059249172973
"25",2.52148648648649,6.1059249172973
"26",5.27908108108108,6.1059249172973
"27",2.95064995096888,6.1059249172973
"28",0.567609927507556,6.40991387204167
