"","V1","V2"
"1",0.321033496318939,0.0354982248939945
"2",0.588453231024426,0.0342048692637514
"3",0.66238273382233,0.0344653352733638
"4",0.402224099355634,0.0328004770712144
"5",0.460729454554423,0.032347822045655
"6",0.755062940699575,0.0339396832859025
"7",0.77832708001985,0.0322996354008467
"8",0.199441515374089,0.0316352740585088
"9",0.603487404100442,0.0324115365768996
"10",0.787347173609484,0.0338719096097381
"11",0.622520134180937,0.0343001355488357
"12",NA,NA
"13",NA,NA
"14",0.311398260453317,0.24912153422179
"15",NA,NA
"16",0.34729630441281,0.276105229843751
"17",NA,NA
"18",NA,NA
"19",0.288604447584308,0.920625318400976
"20",0.467814489579444,1.2884090439099
"21",0.4608277006373,2.8385344483147
"22",0.228920656142601,2.6639424490228
"23",0.656478412488443,2.15490198695041
"24",0.34605434581876,1.56212440679916
"25",0.258576053165422,1.56549925815184
"26",0.199458186954363,1.4975729058507
"27",0.499662164808352,0.767404143467879
"28",0.496791356620773,1.96968138786888
