"","V1","V2"
"1",0.61777783275961,13.0284966666667
"2",0.663920964655172,12.9755951724138
"3",1.17129943095238,12.9986086666667
"4",1.19762716141975,12.9140513888889
"5",0.54179721456044,12.9148554761905
"6",0.443937458249158,12.9727403030303
"7",0.596329309722222,13.0269658333333
"8",1.92344805877193,12.9013307017544
"9",0.412582626111111,13.0429637037037
"10",0.401154176075269,13.000215483871
"11",1.45672436028369,12.992331
"12",NA,NA
"13",NA,NA
"14",0.2170808466,2.47746367164483
"15",NA,NA
"16",0.144,2.4685493469705
"17",NA,NA
"18",NA,NA
"19",2.16921950194319,6.09802179937143
"20",0.867428122020512,6.09802179937143
"21",0.957232561313901,6.09802179937143
"22",1.96666666666667,6.169144860875
"23",0.940887605042017,6.25324117139286
"24",5.07608571428571,6.09802179937143
"25",2.53257142857143,6.09802179937143
"26",5.29488571428571,6.09802179937143
"27",2.82110572815251,6.09802179937143
"28",0.530955643646533,6.42497608940909
