"","V1","V2"
"1",0.321033496318939,0.0334487224203015
"2",0.588453231024426,0.0313107088079011
"3",0.66238273382233,0.0332272098387983
"4",0.402224099355634,0.0343522959132096
"5",0.460729454554423,0.0320978817248076
"6",0.755062940699575,0.0322827692067792
"7",0.77832708001985,0.0343279744054849
"8",0.199441515374089,0.0312806666154258
"9",0.603487404100442,0.0348348563446605
"10",0.787347173609484,0.0327295960477296
"11",0.622520134180937,0.0310235177136552
"12",1.11993844354994,0.0576901614078646
"13",0.382392651312199,0.0766596224895962
"14",0.30511690895769,0.28237261800431
"15",0.468552973902102,0.0953669284517133
"16",0.409237590028815,0.314045793293817
"17",0.738142245858945,0.102438998650992
"18",0.503737130850304,0.0711730518569688
"19",0.27619116315307,0.893016876021579
"20",0.446654110996887,1.20995455444354
"21",0.447772941847302,2.73199069805704
"22",0.24923677185157,2.65226278323382
"23",0.783569295662541,1.67066786906473
"24",0.334037559396491,1.50586310964928
"25",0.250232081290725,1.51719638574071
"26",0.19422180475976,1.46125242068153
"27",0.502030436791,0.713584512389541
"28",0.52172083680024,1.70302411960783
