"","V1","V2"
"1",0.321033496318939,0.0352720717416207
"2",0.588453231024426,0.0312871580193625
"3",0.66238273382233,0.0317187943022793
"4",0.402224099355634,0.0336303754363037
"5",0.460729454554423,0.0326564441616455
"6",0.755062940699575,0.0329577844187426
"7",0.77832708001985,0.0336563158853577
"8",0.199441515374089,0.0294048119297659
"9",0.603487404100442,0.0320857314399969
"10",0.787347173609484,0.0305017359635059
"11",0.622520134180937,0.0307664061338596
"12",1.17777671999761,0.0610173548582049
"13",0.408464651110998,0.0664041809778182
"14",0.303932226755294,0.270019386073406
"15",0.456595045038328,0.0865627852031101
"16",0.381662634054611,0.299553792853223
"17",0.653324804573583,0.0930199722295354
"18",0.404080151978731,0.0614207426647748
"19",0.27997369713421,0.899757959984477
"20",0.452548869555349,1.2295815514303
"21",0.455149012150793,2.78675326595928
"22",0.243204975137219,2.65507479234235
"23",0.746814448174782,1.82180273560426
"24",0.33869462750093,1.51963928988196
"25",0.253186825645663,1.53801276240446
"26",0.194979909209056,1.4692247900282
"27",0.504838837807973,0.73081848155508
"28",0.495663411676132,1.81423984812085
